packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.dependencytrack.model,Policy,us.springett:alpine,null,null,6,6,1.0
org.dependencytrack.tasks,NpmAdvisoryMirrorTask,us.springett:alpine,null,null,66,88,0.75
org.dependencytrack.tasks,NpmAdvisoryMirrorTask,com.konghq:unirest-java,null,null,22,88,0.25
org.dependencytrack.upgrade.v420,v420Updater,us.springett:alpine,null,null,11,11,1.0
org.dependencytrack.event,ClearComponentAnalysisCacheEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.resources.v1,PolicyResource,us.springett:alpine,null,null,26,26,1.0
org.dependencytrack.persistence,PackageURLStringConverter,us.springett:alpine,null,null,5,12,0.42
org.dependencytrack.persistence,PackageURLStringConverter,com.github.package-url:packageurl-java,null,null,7,12,0.58
org.dependencytrack.notification.publisher,WebhookPublisher,io.pebbletemplates:pebble,null,null,8,10,0.8
org.dependencytrack.notification.publisher,WebhookPublisher,us.springett:alpine,null,null,2,10,0.2
org.dependencytrack.parser.npm,NpmAdvisoriesParser,com.konghq:unirest-java,null,null,22,27,0.81
org.dependencytrack.parser.npm,NpmAdvisoriesParser,us.springett:alpine,null,null,5,27,0.19
org.dependencytrack.resources.v1,PermissionResource,us.springett:alpine,null,null,119,119,1.0
org.dependencytrack.tasks.repositories,GemMetaAnalyzer,com.konghq:unirest-java,null,null,30,39,0.77
org.dependencytrack.tasks.repositories,GemMetaAnalyzer,com.github.package-url:packageurl-java,null,null,4,39,0.1
org.dependencytrack.tasks.repositories,GemMetaAnalyzer,us.springett:alpine,null,null,5,39,0.13
org.dependencytrack.integrations,FindingUploaderTest,org.mockito:mockito-core,null,null,6,6,1.0
org.dependencytrack.tasks,FortifySscUploadTask,us.springett:alpine,null,null,10,10,1.0
org.dependencytrack.policy,LicensePolicyEvaluatorTest,us.springett:alpine,null,null,4,4,1.0
org.dependencytrack.integrations.fortifyssc,FortifySscClientTest,org.mock-server:mockserver-netty,null,null,4,4,1.0
org.dependencytrack.tasks.repositories,NugetMetaAnalyzerTest,com.github.package-url:packageurl-java,null,null,1,1,1.0
org.dependencytrack.search,LicenseIndexer,org.apache.lucene:lucene-core,null,null,18,55,0.33
org.dependencytrack.search,LicenseIndexer,us.springett:alpine,null,null,37,55,0.67
org.dependencytrack.resources.v1,OidcResourceUnauthenticatedTest,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.integrations,AbstractIntegrationPointTest,us.springett:alpine,null,null,4,8,0.5
org.dependencytrack.integrations,AbstractIntegrationPointTest,org.mockito:mockito-core,null,null,4,8,0.5
org.dependencytrack.event,BomUploadEventTest,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.tasks,CloneProjectTask,us.springett:alpine,null,null,11,11,1.0
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,com.konghq:unirest-java,null,null,43,67,0.64
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,us.springett:alpine,null,null,7,67,0.1
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,com.github.package-url:packageurl-java,null,null,8,67,0.12
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,org.apache.maven:maven-artifact,null,null,9,67,0.13
org.dependencytrack.notification.publisher,AbstractWebhookPublisher,us.springett:alpine,null,null,19,42,0.45
org.dependencytrack.notification.publisher,AbstractWebhookPublisher,com.konghq:unirest-java,null,null,21,42,0.5
org.dependencytrack.notification.publisher,AbstractWebhookPublisher,io.pebbletemplates:pebble,null,null,2,42,0.05
org.dependencytrack.event,MetricsUpdateEvent,us.springett:alpine,null,null,5,5,1.0
org.dependencytrack.event,NpmAdvisoryMirrorEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.notification.publisher,ConsolePublisher,us.springett:alpine,null,null,11,19,0.58
org.dependencytrack.notification.publisher,ConsolePublisher,io.pebbletemplates:pebble,null,null,8,19,0.42
org.dependencytrack.persistence,VulnerabilityQueryManager,us.springett:alpine,null,null,27,27,1.0
org.dependencytrack.parser.github.graphql,GitHubSecurityAdvisoryParser,com.konghq:unirest-java,null,null,133,133,1.0
org.dependencytrack.persistence,CweImporterTest,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.resources.v1,UserResource,us.springett:alpine,null,null,429,429,1.0
org.dependencytrack.tasks.repositories,GemMetaAnalyzerTest,com.github.package-url:packageurl-java,null,null,1,1,1.0
org.dependencytrack.resources.v1,VulnerabilityResourceTest,us.springett:alpine,null,null,13,13,1.0
org.dependencytrack.notification.publisher,Publisher,io.pebbletemplates:pebble,null,null,3,40,0.08
org.dependencytrack.notification.publisher,Publisher,us.springett:alpine,null,null,37,40,0.93
org.dependencytrack.tasks.repositories,PypiMetaAnalyzerTest,com.github.package-url:packageurl-java,null,null,1,1,1.0
org.dependencytrack.persistence,BomQueryManager,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.tasks.repositories,HexMetaAnalyzer,com.github.package-url:packageurl-java,null,null,7,54,0.13
org.dependencytrack.tasks.repositories,HexMetaAnalyzer,us.springett:alpine,null,null,7,54,0.13
org.dependencytrack.tasks.repositories,HexMetaAnalyzer,com.konghq:unirest-java,null,null,40,54,0.74
org.dependencytrack.integrations,ProjectFindingUploaderTest,org.mockito:mockito-core,null,null,7,7,1.0
org.dependencytrack.persistence,PolicyQueryManager,us.springett:alpine,null,null,32,32,1.0
org.dependencytrack.persistence,FindingsQueryManager,us.springett:alpine,null,null,6,6,1.0
org.dependencytrack.tasks.repositories,CargoMetaAnalyzer,us.springett:alpine,null,null,7,61,0.11
org.dependencytrack.tasks.repositories,CargoMetaAnalyzer,com.konghq:unirest-java,null,null,50,61,0.82
org.dependencytrack.tasks.repositories,CargoMetaAnalyzer,com.github.package-url:packageurl-java,null,null,4,61,0.07
org.dependencytrack.common,ManagedHttpClientFactoryTest,us.springett:alpine,null,null,12,12,1.0
org.dependencytrack.tasks.repositories,MavenMetaAnalyzer,com.github.package-url:packageurl-java,null,null,5,10,0.5
org.dependencytrack.tasks.repositories,MavenMetaAnalyzer,us.springett:alpine,null,null,5,10,0.5
org.dependencytrack.event,InternalComponentIdentificationEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.model,ComponentIdentity,com.github.package-url:packageurl-java,null,null,19,64,0.3
org.dependencytrack.model,ComponentIdentity,org.cyclonedx:cyclonedx-core-java,null,null,23,64,0.36
org.dependencytrack.model,ComponentIdentity,org.json:json,null,null,22,64,0.34
org.dependencytrack.tasks.repositories,AbstractMetaAnalyzer,us.springett:alpine,null,null,30,31,0.97
org.dependencytrack.tasks.repositories,AbstractMetaAnalyzer,com.github.package-url:packageurl-java,null,null,1,31,0.03
org.dependencytrack.notification,NotificationSubsystemInitializerTest,us.springett:alpine,null,null,4,4,1.0
org.dependencytrack.resources.v1,PermissionResourceTest,us.springett:alpine,null,null,96,96,1.0
org.dependencytrack.model,Project,us.springett:alpine,null,null,35,44,0.8
org.dependencytrack.model,Project,com.github.package-url:packageurl-java,null,null,9,44,0.2
org.dependencytrack.resources.v1,TeamResource,us.springett:alpine,null,null,93,93,1.0
org.dependencytrack.search,IndexManagerFactory,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.util,PurlUtil,com.github.package-url:packageurl-java,null,null,35,35,1.0
org.dependencytrack.integrations,FindingPackagingFormatTest,us.springett:alpine,null,null,6,27,0.22
org.dependencytrack.integrations,FindingPackagingFormatTest,org.json:json,null,null,21,27,0.78
org.dependencytrack.model,LicenseGroup,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.model,Tag,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.resources.v1,ProjectPropertyResource,us.springett:alpine,null,null,24,24,1.0
org.dependencytrack.notification.publisher,WebhookPublisherTest,us.springett:alpine,null,null,15,19,0.79
org.dependencytrack.notification.publisher,WebhookPublisherTest,org.mock-server:mockserver-netty,null,null,4,19,0.21
org.dependencytrack.resources.v1,BadgeResource,us.springett:alpine,null,null,10,10,1.0
org.dependencytrack.parser.cyclonedx.util,ModelConverter,org.cyclonedx:cyclonedx-core-java,null,null,507,541,0.94
org.dependencytrack.parser.cyclonedx.util,ModelConverter,com.github.package-url:packageurl-java,null,null,7,541,0.01
org.dependencytrack.parser.cyclonedx.util,ModelConverter,org.json:json,null,null,16,541,0.03
org.dependencytrack.parser.cyclonedx.util,ModelConverter,us.springett:alpine,null,null,11,541,0.02
org.dependencytrack.policy,SeverityPolicyEvaluator,us.springett:alpine,null,null,5,5,1.0
org.dependencytrack.resources.v1,ConfigPropertyResourceTest,us.springett:alpine,null,null,120,120,1.0
org.dependencytrack.resources.v1,ProjectResourceTest,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.tasks.scanners,InternalAnalysisTask,us.springett:cpe-parser,null,null,16,30,0.53
org.dependencytrack.tasks.scanners,InternalAnalysisTask,us.springett:alpine,null,null,14,30,0.47
org.dependencytrack.persistence,RepositoryQueryManager,us.springett:alpine,null,null,9,9,1.0
org.dependencytrack.search,IndexManager,org.apache.lucene:lucene-queryparser,null,null,8,146,0.05
org.dependencytrack.search,IndexManager,us.springett:alpine,null,null,58,146,0.4
org.dependencytrack.search,IndexManager,org.apache.lucene:lucene-core,null,null,80,146,0.55
org.dependencytrack.tasks.repositories,GoModulesMetaAnalyzerTest,com.github.package-url:packageurl-java,null,null,1,1,1.0
org.dependencytrack.resources.v1,AnalysisResourceTest,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.resources.v1,FindingResource,org.json:json,null,null,1,10,0.1
org.dependencytrack.resources.v1,FindingResource,us.springett:alpine,null,null,9,10,0.9
org.dependencytrack.resources.v1.serializers,CustomPackageURLSerializer,com.github.package-url:packageurl-java,null,null,5,5,1.0
org.dependencytrack.notification.publisher,ConsolePublisherTest,us.springett:alpine,null,null,45,45,1.0
org.dependencytrack.resources.v1,NotificationRuleResource,us.springett:alpine,null,null,28,28,1.0
org.dependencytrack.event,BomUploadEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.tasks,ClearComponentAnalysisCacheTask,us.springett:alpine,null,null,12,12,1.0
org.dependencytrack.tasks.repositories,CargoMetaAnalyzerTest,com.github.package-url:packageurl-java,null,null,1,1,1.0
org.dependencytrack.event,EventSubsystemInitializer,us.springett:alpine,null,null,97,97,1.0
org.dependencytrack.notification.publisher,MsTeamsPublisher,us.springett:alpine,null,null,2,10,0.2
org.dependencytrack.notification.publisher,MsTeamsPublisher,io.pebbletemplates:pebble,null,null,8,10,0.8
org.dependencytrack.policy,PackageURLPolicyEvaluatorTest,com.github.package-url:packageurl-java,null,null,4,4,1.0
org.dependencytrack.parser.npm,BaseAdvisoryParser,com.konghq:unirest-java,null,null,65,65,1.0
org.dependencytrack.resources.v1,CweResource,us.springett:alpine,null,null,7,7,1.0
org.dependencytrack.search,CpeIndexer,us.springett:alpine,null,null,37,67,0.55
org.dependencytrack.search,CpeIndexer,org.apache.lucene:lucene-core,null,null,30,67,0.45
org.dependencytrack.event,AbstractVulnerabilityManagementUploadEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.model,ComponentTest,us.springett:cpe-parser,null,null,5,27,0.19
org.dependencytrack.model,ComponentTest,com.github.package-url:packageurl-java,null,null,22,27,0.81
org.dependencytrack.tasks,MetricsUpdateTask,us.springett:alpine,null,null,128,128,1.0
org.dependencytrack.tasks,VulnerabilityAnalysisTask,us.springett:alpine,null,null,27,27,1.0
org.dependencytrack.persistence,ServiceComponentQueryManager,us.springett:alpine,null,null,23,23,1.0
org.dependencytrack.parser.nvd,NvdParser,us.springett:alpine,null,null,19,35,0.54
org.dependencytrack.parser.nvd,NvdParser,us.springett:cvss-calculator,null,null,8,35,0.23
org.dependencytrack.parser.nvd,NvdParser,us.springett:cpe-parser,null,null,8,35,0.23
org.dependencytrack.resources.v1,CalculatorResource,us.springett:alpine,null,null,1,9,0.11
org.dependencytrack.resources.v1,CalculatorResource,us.springett:cvss-calculator,null,null,8,9,0.89
org.dependencytrack.persistence,QueryManager,us.springett:alpine,null,null,116,120,0.97
org.dependencytrack.persistence,QueryManager,com.github.package-url:packageurl-java,null,null,4,120,0.03
org.dependencytrack.integrations,IntegrationPointTest,org.mockito:mockito-core,null,null,5,5,1.0
org.dependencytrack.resources.v1.misc,Badger,io.pebbletemplates:pebble,null,null,19,22,0.86
org.dependencytrack.resources.v1.misc,Badger,us.springett:alpine,null,null,3,22,0.14
org.dependencytrack.resources.v1.vo,AnalysisRequest,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.tasks.repositories,RepositoryMetaAnalyzerTask,us.springett:alpine,null,null,26,28,0.93
org.dependencytrack.tasks.repositories,RepositoryMetaAnalyzerTask,com.github.package-url:packageurl-java,null,null,2,28,0.07
org.dependencytrack.resources.v1.vo,MappedLdapGroupRequest,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.persistence,LicenseQueryManager,us.springett:alpine,null,null,10,10,1.0
org.dependencytrack.resources.v1,PolicyConditionResource,us.springett:alpine,null,null,9,9,1.0
org.dependencytrack.search,VulnerableSoftwareIndexer,org.apache.lucene:lucene-core,null,null,30,67,0.45
org.dependencytrack.search,VulnerableSoftwareIndexer,us.springett:alpine,null,null,37,67,0.55
org.dependencytrack.tasks,NistMirrorTask,us.springett:alpine,null,null,87,87,1.0
org.dependencytrack.resources.v1,OidcResourceAuthenticatedTest,us.springett:alpine,null,null,128,128,1.0
org.dependencytrack.tasks,IndexTask,us.springett:alpine,null,null,7,7,1.0
org.dependencytrack.resources.v1,LicenseGroupResource,us.springett:alpine,null,null,27,27,1.0
org.dependencytrack.integrations.kenna,KennaSecurityUploaderTest,us.springett:alpine,null,null,8,8,1.0
org.dependencytrack.model,Component,us.springett:alpine,null,null,57,74,0.77
org.dependencytrack.model,Component,com.github.package-url:packageurl-java,null,null,17,74,0.23
org.dependencytrack.resources.v1,PolicyResourceTest,us.springett:alpine,null,null,8,8,1.0
org.dependencytrack.integrations,FindingPackagingFormat,org.json:json,null,null,40,54,0.74
org.dependencytrack.integrations,FindingPackagingFormat,us.springett:alpine,null,null,14,54,0.26
org.dependencytrack.resources.v1,ConfigPropertyResource,us.springett:alpine,null,null,52,52,1.0
org.dependencytrack.integrations.defectdojo,DefectDojoUploader,us.springett:alpine,null,null,19,22,0.86
org.dependencytrack.integrations.defectdojo,DefectDojoUploader,org.json:json,null,null,3,22,0.14
org.dependencytrack.util,ComponentIdentificationUtil,com.github.package-url:packageurl-java,null,null,15,34,0.44
org.dependencytrack.util,ComponentIdentificationUtil,org.cyclonedx:cyclonedx-core-java,null,null,19,34,0.56
org.dependencytrack.resources.v1,ProjectPropertyResourceTest,us.springett:alpine,null,null,37,37,1.0
org.dependencytrack.search,ProjectIndexer,us.springett:alpine,null,null,39,61,0.64
org.dependencytrack.search,ProjectIndexer,org.apache.lucene:lucene-core,null,null,22,61,0.36
org.dependencytrack.integrations.fortifyssc,FortifySscClient,us.springett:alpine,null,null,17,82,0.21
org.dependencytrack.integrations.fortifyssc,FortifySscClient,com.konghq:unirest-java,null,null,65,82,0.79
org.dependencytrack.policy,CpePolicyEvaluator,us.springett:alpine,null,null,5,5,1.0
org.dependencytrack.resources.v1,LdapResourceTest,us.springett:alpine,null,null,15,15,1.0
org.dependencytrack.notification.publisher,SendMailPublisher,io.pebbletemplates:pebble,null,null,8,80,0.1
org.dependencytrack.notification.publisher,SendMailPublisher,us.springett:alpine,null,null,72,80,0.9
org.dependencytrack.resources.v1,NotificationPublisherResource,us.springett:alpine,null,null,16,16,1.0
org.dependencytrack.tasks.scanners,AbstractVulnerableSoftwareAnalysisTask,us.springett:cpe-parser,null,null,23,23,1.0
org.dependencytrack.model,ProjectProperty,us.springett:alpine,null,null,11,11,1.0
org.dependencytrack.policy,CoordinatesPolicyEvaluator,org.json:json,null,null,8,15,0.53
org.dependencytrack.policy,CoordinatesPolicyEvaluator,us.springett:alpine,null,null,7,15,0.47
org.dependencytrack.resources.v1,ComponentResource,us.springett:alpine,null,null,51,56,0.91
org.dependencytrack.resources.v1,ComponentResource,com.github.package-url:packageurl-java,null,null,5,56,0.09
org.dependencytrack.policy,LicenseGroupPolicyEvaluatorTest,us.springett:alpine,null,null,24,24,1.0
org.dependencytrack.model,Cwe,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.model,PolicyViolation,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.notification,NotificationRouter,us.springett:alpine,null,null,69,69,1.0
org.dependencytrack.integrations,AbstractIntegrationPoint,us.springett:alpine,null,null,30,30,1.0
org.dependencytrack.model,ExternalReference,org.cyclonedx:cyclonedx-core-java,null,null,6,10,0.6
org.dependencytrack.model,ExternalReference,us.springett:alpine,null,null,4,10,0.4
org.dependencytrack.notification.publisher,SlackPublisherTest,us.springett:alpine,null,null,15,19,0.79
org.dependencytrack.notification.publisher,SlackPublisherTest,org.mock-server:mockserver-netty,null,null,4,19,0.21
org.dependencytrack.persistence,CacheQueryManager,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.resources.v1,ComponentResourceTest,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.common,HttpClientPool,us.springett:alpine,null,null,9,9,1.0
org.dependencytrack.tasks.scanners,CacheableScanTask,com.github.package-url:packageurl-java,null,null,1,1,1.0
org.dependencytrack.integrations,PortfolioFindingUploaderTest,org.mockito:mockito-core,null,null,3,3,1.0
org.dependencytrack.upgrade,UpgradeItems,us.springett:alpine,null,null,6,6,1.0
org.dependencytrack.integrations.defectdojo,DefectDojoUploaderTest,us.springett:alpine,null,null,7,7,1.0
org.dependencytrack.resources.v1,CalculatorResourceTest,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.resources.v1,TeamResourceTest,us.springett:alpine,null,null,54,54,1.0
org.dependencytrack.resources.v1,RepositoryResource,us.springett:alpine,null,null,24,33,0.73
org.dependencytrack.resources.v1,RepositoryResource,com.github.package-url:packageurl-java,null,null,9,33,0.27
org.dependencytrack.tasks,KennaSecurityUploadTask,us.springett:alpine,null,null,10,10,1.0
org.dependencytrack.policy,LicenseGroupPolicyEvaluator,us.springett:alpine,null,null,6,6,1.0
org.dependencytrack.tasks.repositories,NugetMetaAnalyzer,us.springett:alpine,null,null,9,80,0.11
org.dependencytrack.tasks.repositories,NugetMetaAnalyzer,com.konghq:unirest-java,null,null,65,80,0.81
org.dependencytrack.tasks.repositories,NugetMetaAnalyzer,com.github.package-url:packageurl-java,null,null,6,80,0.08
org.dependencytrack.resources.v1,ViolationAnalysisResource,us.springett:alpine,null,null,24,24,1.0
org.dependencytrack.tasks.repositories,HexMetaAnalyzerTest,com.github.package-url:packageurl-java,null,null,1,1,1.0
org.dependencytrack,RequirementsVerifier,us.springett:alpine,null,null,9,9,1.0
org.dependencytrack.persistence,DefaultObjectGeneratorTest,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.event,IndexEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.event,RepositoryMetaEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.model,License,us.springett:alpine,null,null,10,10,1.0
org.dependencytrack.model,ViolationAnalysisComment,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.search,ComponentIndexer,org.apache.lucene:lucene-core,null,null,30,65,0.46
org.dependencytrack.search,ComponentIndexer,us.springett:alpine,null,null,35,65,0.54
org.dependencytrack.integrations.fortifyssc,FortifySscUploader,org.json:json,null,null,3,29,0.1
org.dependencytrack.integrations.fortifyssc,FortifySscUploader,us.springett:alpine,null,null,26,29,0.9
org.dependencytrack.model,NotificationPublisher,us.springett:alpine,null,null,5,5,1.0
org.dependencytrack.persistence,PackageURLStringConverterTest,com.github.package-url:packageurl-java,null,null,4,4,1.0
org.dependencytrack.persistence,DefaultObjectGenerator,us.springett:alpine,null,null,128,128,1.0
org.dependencytrack.upgrade,UpgradeInitializer,us.springett:alpine,null,null,33,33,1.0
org.dependencytrack.upgrade.v400,v400Updater,us.springett:alpine,null,null,7,7,1.0
