packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
com.novetta.clavin.resolver,LuceneLocationResolver,org.apache.lucene:lucene-queryparser,"","lucene,apache,index",6,13,0.46
com.novetta.clavin.resolver,LuceneLocationResolver,org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",7,13,0.54
com.novetta.clavin.resolver.multipart,MatchedLocation,org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",5,5,1.0
com.novetta.clavin.util,TextUtils,commons-io:commons-io,I/O Utilities,io,2,2,1.0
com.novetta.clavin.gazetteer,LazyAncestryGeoNameTest,junit:junit,Testing Frameworks,"testing,junit",13,61,0.21
com.novetta.clavin.gazetteer,LazyAncestryGeoNameTest,org.mockito:mockito-core,Mocking,"mock,mocking,testing",48,61,0.79
com.novetta.clavin.index,IndexDirectoryBuilder,org.apache.commons:commons-lang3,Core Utilities,"apache,commons",2,243,0.01
com.novetta.clavin.index,IndexDirectoryBuilder,commons-io:commons-io,I/O Utilities,io,2,243,0.01
com.novetta.clavin.index,IndexDirectoryBuilder,org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",67,243,0.28
com.novetta.clavin.index,IndexDirectoryBuilder,commons-cli:commons-cli,Command Line Parsers,"command-line,cli,parser",80,243,0.33
com.novetta.clavin.index,IndexDirectoryBuilder,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",92,243,0.38
com.novetta.clavin.resolver.multipart,MultipartLocationResolver,org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",15,15,1.0
com.novetta.clavin.extractor,LocationOccurrenceTest,junit:junit,Testing Frameworks,"testing,junit",12,12,1.0
com.novetta.clavin.resolver,ClavinLocationResolverHeuristicsTest,org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",3,48,0.06
com.novetta.clavin.resolver,ClavinLocationResolverHeuristicsTest,junit:junit,Testing Frameworks,"testing,junit",45,48,0.94
com.novetta.clavin.gazetteer,BasicGeoName,org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",11,11,1.0
