packageName,className,methodName,apis
org.apdplat.word.recognition,PersonName,selectBest,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionToolTest,testIsEnglishAndNumberMix,[junit:junit]
org.apdplat.word.analysis,TextSimilarity,toFastSearchMap,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,StopWord,main,[org.slf4j:slf4j-api]
org.apdplat.word.tagging,AntonymTagging,reload,[org.slf4j:slf4j-api]
org.apdplat.word.util,DirectoryWatcher,getDirectoryWatcher,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testEditDistance,[junit:junit]
org.apdplat.word.corpus,Evaluation,generateDataset,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,CorpusMerge,"",[org.slf4j:slf4j-api]
org.apdplat.word.corpus,CorpusTools,constructNGram,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Trigram,getScore,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,PunctuationTest,initData,[junit:junit]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrieTest,"",[junit:junit]
org.apdplat.word.util,GenericTrie,show,[org.slf4j:slf4j-api]
org.apdplat.word.tagging,AntonymTagging,process,[org.slf4j:slf4j-api]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrie,init,[org.slf4j:slf4j-api]
org.apdplat.word.vector,Distance,interact,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,HotWordTest,"",[junit:junit]
org.apdplat.word.util,DoubleArrayGenericTrieTest,testBigram,[junit:junit]
org.apdplat.word.analysis,HotWord,"",[org.slf4j:slf4j-api]
org.apdplat.word.tagging,SynonymTagging,"",[org.slf4j:slf4j-api]
org.apdplat.word.vector,Word2Vector,main,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,JaccardTextSimilarity,scoreImpl,[org.slf4j:slf4j-api]
org.apdplat.word.util,AutoDetector,"","[org.slf4j:slf4j-api,redis.clients:jedis]"
org.apdplat.word.segmentation.impl,AbstractSegmentation,segSentence,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testJaroDistance,[junit:junit]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrieTest,testAddAll,[junit:junit]
org.apdplat.word.segmentation.impl,MinimalWordCount,dumpShortestPath,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,PunctuationTest,testHas,[junit:junit]
org.apdplat.word.util,DirectoryWatcher,"",[org.slf4j:slf4j-api]
org.apdplat.word.tagging,PartOfSpeechTagging,"",[org.slf4j:slf4j-api]
org.apdplat.word.dictionary,DictionaryFactory,test,[org.slf4j:slf4j-api]
org.apdplat.word.elasticsearch,ChineseWordNoOpTokenFilterFactory,"",[org.elasticsearch:elasticsearch]
org.apdplat.word.lucene,ChineseWordAnalyzerTest,test2,"[junit:junit,org.apache.lucene:lucene-core]"
org.apdplat.word.util,TrieTest,test,[org.slf4j:slf4j-api]
org.apdplat.word.vector,Distance,compute,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,CorpusTools,"",[org.slf4j:slf4j-api]
org.apdplat.word.util,GenericTrie,remove,[org.slf4j:slf4j-api]
org.apdplat.word.util,GenericTrieTest,tearDown,[junit:junit]
org.apdplat.word.dictionary.impl,DictionaryTrieTest,testContains,[junit:junit]
org.apdplat.word.recognition,StopWord,reload,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testSimple,[junit:junit]
org.apdplat.word.solr,ChineseWordTokenizerFactory,create,[org.apache.lucene:lucene-core]
org.apdplat.word.segmentation.impl,AbstractSegmentation,"",[org.slf4j:slf4j-api]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrie,"",[org.slf4j:slf4j-api]
org.apdplat.word.analysis,SentenceIdentify,"",[org.slf4j:slf4j-api]
org.apdplat.word.recognition,StopWord,"",[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,FullSegmentation,fullSeg,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Bigram,getScore,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,MaximumMatchingTest,testSeg,[junit:junit]
org.apdplat.word.corpus,CorpusMerge,merge,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation,WordRefiner,reload,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,MaxNgramScore,dumpShortestPath,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,ExtractText,"",[org.slf4j:slf4j-api]
org.apdplat.word.dictionary,DictionaryFactory,"",[org.slf4j:slf4j-api]
org.apdplat.word.util,TrieTest,"",[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,MaxNgramScore,dumpDAG,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarity,taggingWeightWithWordFrequency,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionTool,main,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,BidirectionalMinimumMatching,segImpl,[org.slf4j:slf4j-api]
org.apdplat.word.util,AutoDetector,loadAndWatchDir,[org.slf4j:slf4j-api]
org.apdplat.word.util,AutoDetector,watchHttp,"[org.slf4j:slf4j-api,redis.clients:jedis]"
org.apdplat.word.util,GenericTrieTest,setUp,[junit:junit]
org.apdplat.word.util,WordConfTools,reload,[org.slf4j:slf4j-api]
org.apdplat.word.vector,Distance,parseModel,[org.slf4j:slf4j-api]
org.apdplat.word.util,WordConfTools,getBoolean,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,EditDistanceTextSimilarity,scoreImpl,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,StopWord,filterStopWords,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Bigram,"",[org.slf4j:slf4j-api]
org.apdplat.word.dictionary,DictionaryTools,removePhraseFromDic,[org.slf4j:slf4j-api]
org.apdplat.word.tagging,SynonymTagging,process,[org.slf4j:slf4j-api]
org.apdplat.word.elasticsearch,ChineseWordTokenizerFactory,create,[org.apache.lucene:lucene-core]
org.apdplat.word,WordSegmenter,showUsage,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Bigram,reload,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionToolTest,testIsNumber,[junit:junit]
org.apdplat.word.lucene,ChineseWordTokenizer,getToken,"[org.apache.lucene:lucene-core,org.slf4j:slf4j-api]"
org.apdplat.word.util,DirectoryWatcher,watch,[org.slf4j:slf4j-api]
org.apdplat.word.util,DoubleArrayGenericTrie,toTree,[org.slf4j:slf4j-api]
org.apdplat.word,WordSegmenter,processCommand,[org.slf4j:slf4j-api]
org.apdplat.word.util,GenericTrieTest,testBigram,[junit:junit]
org.apdplat.word.util,WordConfTools,get,[org.slf4j:slf4j-api]
org.apdplat.word,WordFrequencyStatistics,dump,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,PersonName,recognizePersonName,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarity,similarScore,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarity,setSegmentationAlgorithm,[org.slf4j:slf4j-api]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrieTest,testRemove,[junit:junit]
org.apdplat.word.util,WordConfTools,checkSystemProperties,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Trigram,"",[org.slf4j:slf4j-api]
org.apdplat.word.util,GenericTrieTest,testClear,[junit:junit]
org.apdplat.word.lucene,ChineseWordAnalyzer,main,"[org.apache.lucene:lucene-core,org.slf4j:slf4j-api]"
org.apdplat.word.lucene,ChineseWordAnalyzerTest,test1,"[junit:junit,org.apache.lucene:lucene-core]"
org.apdplat.word.util,AutoDetector,loadNoneClasspathResource,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testBasic,[junit:junit]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrieTest,testAdd,[junit:junit]
org.apdplat.word.segmentation.impl,BidirectionalMaximumMinimumMatching,segImpl,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testSimHashPlusHammingDistance,[junit:junit]
org.apdplat.word.util,DoubleArrayGenericTrieTest,setUp,[junit:junit]
org.apdplat.word.analysis,HotWord,main,[org.slf4j:slf4j-api]
org.apdplat.word.lucene,ChineseWordAnalyzer,createComponents,[org.apache.lucene:lucene-core]
org.apdplat.word.segmentation.impl,MinimalWordCount,dumpDAG,[org.slf4j:slf4j-api]
org.apdplat.word.util,GenericTrieTest,testTrigram,[junit:junit]
org.apdplat.word.corpus,CorpusTools,processBiGram,[org.slf4j:slf4j-api]
org.apdplat.word.tagging,SynonymTagging,reload,[org.slf4j:slf4j-api]
org.apdplat.word.elasticsearch,ChineseWordAnalyzerProvider,"","[org.elasticsearch:elasticsearch,org.slf4j:slf4j-api]"
org.apdplat.word.util,AutoDetector,load,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,Punctuation,"",[org.slf4j:slf4j-api]
org.apdplat.word.util,Utils,"",[org.slf4j:slf4j-api]
org.apdplat.word.elasticsearch,ChineseWordTokenizerFactory,"","[org.elasticsearch:elasticsearch,org.slf4j:slf4j-api]"
org.apdplat.word.elasticsearch,ChineseWordPlugin,getTokenizers,[org.elasticsearch:elasticsearch]
org.apdplat.word.recognition,Quantifier,"",[org.slf4j:slf4j-api]
org.apdplat.word.recognition,Punctuation,main,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionToolTest,testIsChineseNumber,[junit:junit]
org.apdplat.word.util,DoubleArrayGenericTrie,"",[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Evaluation,"",[org.slf4j:slf4j-api]
org.apdplat.word.util,GenericTrie,"",[org.slf4j:slf4j-api]
org.apdplat.word.vector,Distance,setTextSimilarity,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionTool,isEnglish,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Evaluation,main,[org.slf4j:slf4j-api]
org.apdplat.word.elasticsearch,ChineseWordPlugin,"",[org.elasticsearch:elasticsearch]
org.apdplat.word.segmentation.impl,FullSegmentation,toWords,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation,WordRefiner,refine,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,EuclideanDistanceTextSimilarity,scoreImpl,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,PersonName,recognize,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,CorpusTools,processTriGram,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,PureEnglish,irregularity,[org.slf4j:slf4j-api]
org.apdplat.word.vector,Distance,tip,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testJaroWinklerDistance,[junit:junit]
org.apdplat.word.tagging,PartOfSpeechTagging,reload,[org.slf4j:slf4j-api]
org.apdplat.word.util,DirectoryWatcher,registerDirectory,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,SimHashPlusHammingDistanceTextSimilarity,scoreImpl,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,Quantifier,main,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionTool,isQuantifier,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,ManhattanDistanceTextSimilarity,scoreImpl,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,CorpusTools,analyzeCorpus,[org.slf4j:slf4j-api]
org.apdplat.word.util,WordConfTools,forceOverride,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarity,"",[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionTool,isEnglishAndNumberMix,[org.slf4j:slf4j-api]
org.apdplat.word.tagging,PinyinTagging,"",[org.slf4j:slf4j-api]
org.apdplat.word.lucene,ChineseWordTokenizer,incrementToken,[org.apache.lucene:lucene-core]
org.apdplat.word.util,AutoDetector,loadClasspathResource,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testManhattanDistance,[junit:junit]
org.apdplat.word.dictionary.impl,DictionaryTrie,show,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation,SegmentationFactory,"",[org.slf4j:slf4j-api]
org.apdplat.word.util,WordConfTools,getInt,[org.slf4j:slf4j-api]
org.apdplat.word.util,DoubleArrayGenericTrieTest,testTrigram,[junit:junit]
org.apdplat.word.analysis,SørensenDiceCoefficientTextSimilarity,scoreImpl,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,TextSimilarityTest,testJaccard,[junit:junit]
org.apdplat.word.corpus,CorpusTools,processWords,[org.slf4j:slf4j-api]
org.apdplat.word.tagging,AntonymTagging,"",[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,BidirectionalMaximumMatching,segImpl,[org.slf4j:slf4j-api]
org.apdplat.word.corpus,Evaluation,evaluation,[org.slf4j:slf4j-api]
org.apdplat.word.recognition,RecognitionToolTest,initData,[junit:junit]
org.apdplat.word.segmentation.impl,ReverseMinimumMatchingTest,testSeg,[junit:junit]
org.apdplat.word.dictionary,DictionaryTools,merge,[org.slf4j:slf4j-api]
org.apdplat.word.dictionary.impl,DictionaryTrie,"",[org.slf4j:slf4j-api]
org.apdplat.word.util,AutoDetector,loadAndWatch,[org.slf4j:slf4j-api]
org.apdplat.word.util,DoubleArrayGenericTrieTest,tearDown,[junit:junit]
org.apdplat.word.analysis,TextSimilarityTest,testRank,[junit:junit]
org.apdplat.word.elasticsearch,ChineseWordPlugin,getTokenFilters,[org.elasticsearch:elasticsearch]
org.apdplat.word.recognition,PunctuationTest,testIs,[junit:junit]
org.apdplat.word.recognition,RecognitionTool,isChineseNumber,[org.slf4j:slf4j-api]
org.apdplat.word.util,DoubleArrayGenericTrieTest,testGet,[junit:junit]
org.apdplat.word,WordSegmenter,run,[org.slf4j:slf4j-api]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrie,contains,[org.slf4j:slf4j-api]
org.apdplat.word.analysis,SentenceIdentify,run,[org.slf4j:slf4j-api]
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrieTest,testWhole,[junit:junit]
org.apdplat.word.recognition,Punctuation,reload,[org.slf4j:slf4j-api]
org.apdplat.word.util,DirectoryWatcher,registerDirectoryTree,[org.slf4j:slf4j-api]
org.apdplat.word.util,DoubleArrayGenericTrie,putAll,[org.slf4j:slf4j-api]
org.apdplat.word.segmentation.impl,MinimumMatchingTest,testSeg,[junit:junit]
org.apdplat.word.recognition,PunctuationTest,testSeg,[junit:junit]
org.apdplat.word.vector,Word2Vector,word2Vec,[org.slf4j:slf4j-api]
org.apdplat.word.tagging,PinyinTagging,getPinYin,"[com.belerweb:pinyin4j,org.slf4j:slf4j-api]"
org.apdplat.word.dictionary,DictionaryTools,"",[org.slf4j:slf4j-api]
org.apdplat.word.vector,Word2Vector,"",[org.slf4j:slf4j-api]
org.apdplat.word,WordSegmenter,"",[org.slf4j:slf4j-api]
org.apdplat.word.dictionary.impl,DictionaryTrieTest,testWhole,[junit:junit]
org.apdplat.word.util,GenericTrie,main,[org.slf4j:slf4j-api]
